File,Jaccard Index,GT True,GT False,Pred True,Pred False,Accuracy,Precision,Recall,F1 Score
59_liquor.com.json,0.8,8,2,10,0,0.8,0.8,1.0,0.888888888888889
627_dairyqueen.com.json,0.8,8,2,10,0,0.8,0.8,1.0,0.888888888888889
635_playstation.com.json,0.9,9,1,10,0,0.9,0.9,1.0,0.9473684210526316
652_randomhouse.com.json,0.8,10,0,8,2,0.8,1.0,0.8,0.888888888888889
676_restaurantnews.com.json,0.5,5,5,10,0,0.5,0.5,1.0,0.6666666666666666
686_military.com.json,0.9,9,1,10,0,0.9,0.9,1.0,0.9473684210526316
701_tangeroutlet.com.json,0.7142857142857143,5,5,7,3,0.8,0.7142857142857143,1.0,0.8333333333333333
723_dogbreedinfo.com.json,0.42857142857142855,3,7,7,3,0.6,0.42857142857142855,1.0,0.6
745_eatchicken.com.json,0.25,2,8,8,2,0.4,0.25,1.0,0.4
807_lodgemfg.com.json,0.9,9,1,10,0,0.9,0.9,1.0,0.9473684210526316
817_ironhorsevineyards.com.json,0.7142857142857143,5,5,7,3,0.8,0.7142857142857143,1.0,0.8333333333333333
82_sheknows.com.json,0.8,8,2,10,0,0.8,0.8,1.0,0.888888888888889
862_disinfo.com.json,0.7,7,3,10,0,0.7,0.7,1.0,0.8235294117647058
883_ted.com.json,0.9,9,1,10,0,0.9,0.9,1.0,0.9473684210526316
884_naturalnews.com.json,0.5714285714285714,4,6,7,3,0.7,0.5714285714285714,1.0,0.7272727272727273
891_everydayhealth.com.json,1.0,10,0,10,0,1.0,1.0,1.0,1.0
898_uptodate.com.json,0.5,5,5,7,3,0.6,0.5714285714285714,0.8,0.6666666666666666
907_earthkam.org.json,1.0,8,2,8,2,1.0,1.0,1.0,1.0
919_uh.edu.json,0.5714285714285714,4,6,7,3,0.7,0.5714285714285714,1.0,0.7272727272727273
928_stlouisfed.org.json,0.6666666666666666,8,2,7,3,0.7,0.8571428571428571,0.75,0.7999999999999999
93_pbs.org.json,0.9,9,1,10,0,0.9,0.9,1.0,0.9473684210526316
940_internetbrands.com.json,1.0,10,0,10,0,1.0,1.0,1.0,1.0
988_solarviews.com.json,0.14285714285714285,1,9,7,3,0.4,0.14285714285714285,1.0,0.25
98_neworleansonline.com.json,0.8,8,2,10,0,0.8,0.8,1.0,0.888888888888889
